date,type,total,pct
2020-06-12,lirr,45100,-84.57142857142857
2020-06-12,metronorth,33700,-86.57142857142857
2020-06-12,subway,898314,-84.08571428571432
2020-06-13,bridgetunnel,631065,-31.542857142857116
2020-06-13,bus,706800,-55.14285714285711
2020-06-13,citibike,89983,-4.542857142857315
2020-06-13,lirr,25400,-84.42857142857143
2020-06-13,metronorth,32400,-86.28571428571429
2020-06-13,subway,545333,-83.80000000000004
2020-06-14,bridgetunnel,563725,-30.99999999999997
2020-06-14,bus,571200,-54.285714285714256
2020-06-14,citibike,80054,-4.400000000000176
2020-06-14,lirr,20900,-84.28571428571429
2020-06-14,metronorth,22700,-86
2020-06-14,subway,430446,-83.51428571428575
2020-06-15,bridgetunnel,674785,-30.228571428571385
2020-06-15,bus,940900,-52.857142857142826
2020-06-15,citibike,57743,-0.5714285714287541
2020-06-15,lirr,47500,-84
2020-06-15,metronorth,34500,-85.71428571428571
2020-06-15,subway,898925,-83.20000000000005
2020-06-16,bridgetunnel,695359,-29.62857142857139
2020-06-16,bus,961000,-51.14285714285711
2020-06-16,citibike,65506,0.6714285714283932
2020-06-16,lirr,46900,-83.85714285714286
2020-06-16,metronorth,34100,-85.42857142857143
2020-06-16,subway,934545,-82.90000000000003
2020-06-17,bridgetunnel,709680,-29.07142857142854
2020-06-17,bus,977200,-50.428571428571395
2020-06-17,citibike,64185,-1.0571428571430346
2020-06-17,lirr,47200,-83.42857142857143
2020-06-17,metronorth,36300,-85
2020-06-17,subway,950318,-82.84285714285718
2020-06-18,bridgetunnel,729487,-28.057142857142836
2020-06-18,bus,977700,-50.71428571428568
2020-06-18,citibike,62311,-2.7000000000001734
2020-06-18,lirr,47900,-82.42857142857143
2020-06-18,metronorth,35800,-84.42857142857143
2020-06-18,subway,944318,-83.04285714285717
2020-06-19,bridgetunnel,797519,-27.51428571428569
2020-06-19,bus,1035300,-49.999999999999964
2020-06-19,citibike,79476,-2.2285714285716125
2020-06-19,lirr,50200,-82.14285714285714
2020-06-19,metronorth,38800,-84.28571428571429
2020-06-19,subway,988680,-82.7571428571429
2020-06-20,bridgetunnel,666226,-27.057142857142836
2020-06-20,bus,768500,-49.14285714285711
2020-06-20,citibike,81041,-1.7857142857144623
2020-06-20,lirr,29000,-81.85714285714286
2020-06-20,metronorth,36000,-84.14285714285714
2020-06-20,subway,576097,-82.42857142857147
2020-06-21,bridgetunnel,654914,-26.928571428571402
2020-06-21,bus,592400,-48.57142857142854
2020-06-21,citibike,72375,-1.2714285714287428
2020-06-21,lirr,27100,-81.57142857142857
2020-06-21,metronorth,27600,-84
2020-06-21,subway,449497,-82.1571428571429
2020-06-22,bridgetunnel,733291,-26.67142857142855
2020-06-22,bus,1016200,-47.999999999999964
2020-06-22,citibike,59951,0.28571428571410706
2020-06-22,lirr,53900,-81.28571428571428
2020-06-22,metronorth,38400,-83.85714285714286
2020-06-22,subway,1002073,-81.80000000000004
2020-06-23,bridgetunnel,744822,-26.414285714285697
2020-06-23,bus,1086200,-47.71428571428568
2020-06-23,citibike,67566,-0.7571428571430232
2020-06-23,lirr,52900,-81
2020-06-23,metronorth,37600,-83.71428571428572
2020-06-23,subway,1053005,-81.45714285714288
2020-06-24,bridgetunnel,752750,-26.585714285714275
2020-06-24,bus,1099900,-47.428571428571395
2020-06-24,citibike,66953,-4.971428571428746
2020-06-24,lirr,52400,-81.28571428571428
2020-06-24,metronorth,38000,-83.85714285714286
2020-06-24,subway,1070527,-81.18571428571431
2020-06-25,bridgetunnel,781618,-26.699999999999974
2020-06-25,bus,1088500,-46.71428571428568
2020-06-25,citibike,69692,-5.614285714285884
2020-06-25,lirr,53400,-81.57142857142857
2020-06-25,metronorth,38200,-84
2020-06-25,subway,1081006,-81.10000000000004
2020-06-26,bridgetunnel,830887,-25.942857142857136
2020-06-26,bus,1130100,-45.999999999999964
2020-06-26,citibike,73825,-5.228571428571598
2020-06-26,lirr,55600,-81.14285714285714
2020-06-26,metronorth,41500,-83.85714285714286
2020-06-26,subway,1104497,-80.71428571428575
2020-06-27,bridgetunnel,630731,-25.628571428571405
2020-06-27,bus,753900,-45.999999999999964
2020-06-27,citibike,59351,-5.842857142857298
2020-06-27,lirr,26800,-81
2020-06-27,metronorth,34800,-83.71428571428572
2020-06-27,subway,616084,-80.44285714285718
2020-06-28,bridgetunnel,623131,-25.18571428571427
2020-06-28,bus,641800,-45.428571428571395
2020-06-28,citibike,69309,-6.242857142857289
2020-06-28,lirr,25700,-80.71428571428572
2020-06-28,metronorth,26200,-83.57142857142857
2020-06-28,subway,536488,-80.01428571428575
2020-06-29,bridgetunnel,767165,-19.499999999999986
2020-06-29,bus,1087500,-44.71428571428568
2020-06-29,citibike,61721,-4.371428571428723
2020-06-29,lirr,63300,-80.14285714285714
2020-06-29,metronorth,42600,-83.14285714285714
2020-06-29,subway,1103086,-79.54285714285717
2020-06-30,bridgetunnel,758785,-18.942857142857136
2020-06-30,bus,1082000,-40.428571428571395
2020-06-30,citibike,64754,-6.6571428571430005
2020-06-30,lirr,58000,-80
2020-06-30,metronorth,40900,-83
2020-06-30,subway,1115510,-77.9571428571429
2020-07-01,bridgetunnel,779409,-18.014285714285705
2020-07-01,bus,1102200,-40.14285714285711
2020-07-01,citibike,63560,-1.9571428571430118
2020-07-01,lirr,56500,-78.85714285714286
2020-07-01,metronorth,40000,-82.28571428571428
2020-07-01,subway,1122842,-77.4571428571429
2020-07-02,bridgetunnel,881471,-16.814285714285703
2020-07-02,bus,1178500,-39.857142857142826
2020-07-02,citibike,73624,-1.6000000000001506
2020-07-02,lirr,64300,-77.85714285714286
2020-07-02,metronorth,45500,-81.57142857142857
2020-07-02,subway,1172848,-76.68571428571433
2020-07-03,bridgetunnel,713240,-16.657142857142844
2020-07-03,bus,968200,-40.285714285714256
2020-07-03,citibike,59501,-5.61428571428587
2020-07-03,lirr,56200,-77.71428571428572
2020-07-03,metronorth,42900,-81.28571428571428
2020-07-03,subway,853015,-76.68571428571433
2020-07-04,bridgetunnel,569212,-16.814285714285703
2020-07-04,bus,754900,-40.285714285714256
2020-07-04,citibike,71191,-7.3000000000001535
2020-07-04,lirr,38400,-77.28571428571428
2020-07-04,metronorth,41800,-81
2020-07-04,subway,592295,-76.64285714285718
2020-07-05,bridgetunnel,659099,-16.54285714285713
2020-07-05,bus,658700,-40.57142857142854
2020-07-05,citibike,64781,-7.3000000000001535
2020-07-05,lirr,34600,-77
2020-07-05,metronorth,30600,-80.85714285714286
2020-07-05,subway,534220,-76.70000000000005
2020-07-06,bridgetunnel,750584,-20.871428571428552
2020-07-06,bus,1030200,-40.57142857142854
2020-07-06,citibike,46131,-6.6285714285715756
2020-07-06,lirr,63900,-76.85714285714286
2020-07-06,metronorth,44300,-80.85714285714286
2020-07-06,subway,1087178,-76.74285714285719
2020-07-07,bridgetunnel,749833,-22.785714285714263
2020-07-07,bus,1118800,-46.57142857142854
2020-07-07,citibike,67964,-13.657142857143
2020-07-07,lirr,61800,-76.85714285714286
2020-07-07,metronorth,44100,-81
2020-07-07,subway,1159588,-78.48571428571432
2020-07-08,bridgetunnel,758208,-24.042857142857116
2020-07-08,bus,1114900,-46.57142857142854
2020-07-08,citibike,63501,-14.657142857143
2020-07-08,lirr,63000,-77.71428571428572
2020-07-08,metronorth,43400,-81.57142857142857
2020-07-08,subway,1174733,-78.47142857142862
2020-07-09,bridgetunnel,818034,-24.199999999999974
2020-07-09,bus,1195700,-45.999999999999964
2020-07-09,citibike,76577,-10.057142857143006
2020-07-09,lirr,65500,-77.71428571428572
2020-07-09,metronorth,45500,-81.42857142857143
2020-07-09,subway,1213851,-78.08571428571432
2020-07-10,bridgetunnel,712635,-24.428571428571416
2020-07-10,bus,926800,-45.285714285714256
2020-07-10,citibike,22830,-5.442857142857292
2020-07-10,lirr,55900,-77.57142857142857
2020-07-10,metronorth,39700,-81.42857142857143
2020-07-10,subway,1032749,-77.94285714285718
2020-07-11,bridgetunnel,625288,-23.842857142857127
2020-07-11,bus,852600,-44.71428571428568
2020-07-11,citibike,66762,-3.7714285714287143
2020-07-11,lirr,30100,-77.42857142857143
2020-07-11,metronorth,35300,-81.42857142857143
2020-07-11,subway,693789,-77.77142857142861
2020-07-12,bridgetunnel,703590,-23.028571428571396
2020-07-12,bus,727700,-43.71428571428568
2020-07-12,citibike,84555,-0.9571428571430118
2020-07-12,lirr,34900,-77.28571428571428
2020-07-12,metronorth,31800,-81.14285714285714
2020-07-12,subway,628918,-77.52857142857147
2020-07-13,bridgetunnel,756123,-23.09999999999998
2020-07-13,bus,1144100,-43.428571428571395
2020-07-13,citibike,69248,-0.3285714285715784
2020-07-13,lirr,66400,-77.28571428571428
2020-07-13,metronorth,46200,-81
2020-07-13,subway,1178204,-77.38571428571433
2020-07-14,bridgetunnel,794838,-21.71428571428568
2020-07-14,bus,1211300,-41.71428571428568
2020-07-14,citibike,77235,8.728571428571271
2020-07-14,lirr,66300,-77
2020-07-14,metronorth,46200,-80.57142857142857
2020-07-14,subway,1243749,-76.80000000000004
2020-07-15,bridgetunnel,803399,-19.15714285714283
2020-07-15,bus,1229000,-39.857142857142826
2020-07-15,citibike,78521,11.89999999999985
2020-07-15,lirr,66500,-75.85714285714286
2020-07-15,metronorth,46900,-79.71428571428572
2020-07-15,subway,1251164,-75.8571428571429
2020-07-16,bridgetunnel,819850,-18.35714285714282
2020-07-16,bus,1211800,-39.428571428571395
2020-07-16,citibike,79439,7.81428571428556
2020-07-16,lirr,66700,-75.57142857142857
2020-07-16,metronorth,47400,-80
2020-07-16,subway,1251884,-75.70000000000005
2020-07-17,bridgetunnel,819471,-17.67142857142855
2020-07-17,bus,1176200,-39.14285714285711
2020-07-17,citibike,70008,5.657142857142702
2020-07-17,lirr,64800,-75.57142857142857
2020-07-17,metronorth,47400,-79.85714285714286
2020-07-17,subway,1209692,-75.60000000000005
2020-07-18,bridgetunnel,747445,-17.15714285714283
2020-07-18,bus,913700,-38.71428571428568
2020-07-18,citibike,80686,4.499999999999844
2020-07-18,lirr,41200,-75.57142857142857
2020-07-18,metronorth,45500,-79.71428571428572
2020-07-18,subway,779722,-75.42857142857147
2020-07-19,bridgetunnel,696110,-17.828571428571408
2020-07-19,bus,692800,-39.285714285714256
2020-07-19,citibike,66999,-0.4428571428573065
2020-07-19,lirr,36400,-75.57142857142857
2020-07-19,metronorth,29900,-79.71428571428572
2020-07-19,subway,585498,-75.52857142857147
2020-07-20,bridgetunnel,770607,-18.642857142857125
2020-07-20,bus,1130400,-39.857142857142826
2020-07-20,citibike,58421,-3.485714285714451
2020-07-20,lirr,67700,-75.57142857142857
2020-07-20,metronorth,46800,-79.71428571428572
2020-07-20,subway,1159163,-75.6571428571429
2020-07-21,bridgetunnel,792955,-18.657142857142844
2020-07-21,bus,1204300,-39.999999999999964
2020-07-21,citibike,70793,-4.07142857142874
2020-07-21,lirr,67600,-75.42857142857143
2020-07-21,metronorth,48000,-79.71428571428572
2020-07-21,subway,1244544,-75.68571428571433
2020-07-22,bridgetunnel,784013,-19.028571428571425
2020-07-22,bus,1189100,-40.428571428571395
2020-07-22,citibike,52157,-2.428571428571587
2020-07-22,lirr,65300,-75.14285714285714
2020-07-22,metronorth,46700,-79.42857142857143
2020-07-22,subway,1236384,-76.07142857142861
2020-07-23,bridgetunnel,791577,-19.942857142857136
2020-07-23,bus,1180200,-40.857142857142826
2020-07-23,citibike,65818,-1.0428571428573008
2020-07-23,lirr,65600,-75.14285714285714
2020-07-23,metronorth,47000,-79.14285714285714
2020-07-23,subway,1236427,-76.35714285714289
2020-07-24,bridgetunnel,826030,-19.98571428571428
2020-07-24,bus,1134300,-40.857142857142826
2020-07-24,citibike,66982,-0.21428571428587873
2020-07-24,lirr,65900,-75
2020-07-24,metronorth,49000,-79.28571428571428
2020-07-24,subway,1220649,-76.28571428571433
2020-07-25,bridgetunnel,769898,-20.58571428571429
2020-07-25,bus,967300,-41.14285714285711
2020-07-25,citibike,87896,-0.27142857142872856
2020-07-25,lirr,43300,-75
2020-07-25,metronorth,47600,-79.42857142857143
2020-07-25,subway,817403,-76.37142857142861
2020-07-26,bridgetunnel,697533,-19.671428571428578
2020-07-26,bus,721100,-39.999999999999964
2020-07-26,citibike,72994,4.42857142857126
2020-07-26,lirr,36200,-74.85714285714286
2020-07-26,metronorth,32300,-79.42857142857143
2020-07-26,subway,607452,-76.07142857142861
2020-07-27,bridgetunnel,793225,-19.228571428571428
2020-07-27,bus,1185000,-39.71428571428568
2020-07-27,citibike,62618,5.857142857142691
2020-07-27,lirr,70100,-74.71428571428572
2020-07-27,metronorth,45700,-79.42857142857143
2020-07-27,subway,1206129,-75.91428571428575
2020-07-28,bridgetunnel,782226,-18.55714285714285
2020-07-28,bus,1210600,-39.14285714285711
2020-07-28,citibike,70523,6.457142857142699
2020-07-28,lirr,66700,-74.71428571428572
2020-07-28,metronorth,45800,-79.28571428571428
2020-07-28,subway,1244405,-75.7571428571429
2020-07-29,bridgetunnel,816959,-17.55714285714285
2020-07-29,bus,1273100,-39.14285714285711
2020-07-29,citibike,77199,3.342857142856971
2020-07-29,lirr,70000,-74.85714285714286
2020-07-29,metronorth,48500,-79.14285714285714
2020-07-29,subway,1298880,-75.58571428571433
2020-07-30,bridgetunnel,820275,-18.01428571428572
2020-07-30,bus,1224100,-39.428571428571395
2020-07-30,citibike,72237,1.2999999999998408
2020-07-30,lirr,69000,-75.71428571428572
2020-07-30,metronorth,48600,-79.57142857142857
2020-07-30,subway,1272918,-75.70000000000005
2020-07-31,bridgetunnel,859774,-17.60000000000001
2020-07-31,bus,1220700,-38.71428571428568
2020-07-31,citibike,70134,0.9714285714284188
2020-07-31,lirr,67600,-75.57142857142857
2020-07-31,metronorth,50900,-79.42857142857143
2020-07-31,subway,1260968,-75.50000000000004
2020-08-01,bridgetunnel,799745,-20.557142857142864
2020-08-01,bus,969300,-40.285714285714256
2020-08-01,citibike,89230,-3.9142857142858674
2020-08-01,lirr,44400,-76.85714285714286
2020-08-01,metronorth,48700,-80.14285714285714
2020-08-01,subway,843372,-76.04285714285719
2020-08-02,bridgetunnel,648735,-19.700000000000017
2020-08-02,bus,707000,-39.71428571428568
2020-08-02,citibike,70274,-0.7857142857144481
2020-08-02,lirr,30500,-77.28571428571428
2020-08-02,metronorth,28100,-80.57142857142857
2020-08-02,subway,590675,-75.82857142857148
2020-08-03,bridgetunnel,818732,-19.200000000000017
2020-08-03,bus,1268300,-39.428571428571395
2020-08-03,citibike,67343,-3.157142857143029
2020-08-03,lirr,70800,-77.42857142857143
2020-08-03,metronorth,45900,-81
2020-08-03,subway,1275951,-75.64285714285718
2020-08-04,bridgetunnel,577415,-19.45714285714287
2020-08-04,bus,968100,-39.14285714285711
2020-08-04,citibike,44673,-5.457142857143026
2020-08-04,lirr,36800,-77.42857142857143
2020-08-04,metronorth,31100,-81.28571428571428
2020-08-04,subway,1028686,-75.52857142857147
2020-08-05,bridgetunnel,847330,-20.95714285714287
2020-08-05,bus,1305000,-38.999999999999964
2020-08-05,citibike,81990,-5.228571428571598
2020-08-05,lirr,58000,-77.71428571428572
2020-08-05,metronorth,36900,-81.71428571428572
2020-08-05,subway,1351026,-75.58571428571433
2020-08-06,bridgetunnel,847497,-19.342857142857156
2020-08-06,bus,1241800,-37.857142857142826
2020-08-06,citibike,79250,-2.514285714285876
2020-08-06,lirr,66700,-76.71428571428572
2020-08-06,metronorth,38800,-81.14285714285714
2020-08-06,subway,1337819,-75.20000000000005
2020-08-07,bridgetunnel,844097,-19.300000000000026
2020-08-07,bus,1256300,-37.71428571428568
2020-08-07,citibike,60103,-2.157142857143029
2020-08-07,lirr,66000,-76.57142857142857
2020-08-07,metronorth,42400,-81.14285714285714
2020-08-07,subway,1286635,-75.11428571428576
2020-08-08,bridgetunnel,730739,-15.171428571428592
2020-08-08,bus,962000,-35.14285714285711
2020-08-08,citibike,90451,3.314285714285546
2020-08-08,lirr,41700,-75
2020-08-08,metronorth,43600,-80.28571428571428
2020-08-08,subway,834093,-74.18571428571434
2020-08-09,bridgetunnel,744618,-16.300000000000026
2020-08-09,bus,766700,-35.85714285714282
2020-08-09,citibike,83060,-0.057142857143034576
2020-08-09,lirr,37600,-74.57142857142857
2020-08-09,metronorth,32200,-79.85714285714286
2020-08-09,subway,663642,-74.31428571428576
2020-08-10,bridgetunnel,826001,-16.671428571428592
2020-08-10,bus,1243700,-35.99999999999997
2020-08-10,citibike,69287,-2.957142857143026
2020-08-10,lirr,73500,-74.42857142857143
2020-08-10,metronorth,46800,-79.42857142857143
2020-08-10,subway,1278263,-74.3571428571429
2020-08-11,bridgetunnel,821976,-15.800000000000026
2020-08-11,bus,1256400,-35.28571428571425
2020-08-11,citibike,75536,1.4714285714284046
2020-08-11,lirr,72400,-74.14285714285714
2020-08-11,metronorth,46700,-79
2020-08-11,subway,1322978,-74.04285714285719
2020-08-12,bridgetunnel,800865,-14.342857142857156
2020-08-12,bus,1227500,-34.99999999999997
2020-08-12,citibike,66304,1.9428571428569654
2020-08-12,lirr,68300,-73.57142857142857
2020-08-12,metronorth,46800,-78.28571428571428
2020-08-12,subway,1302087,-73.68571428571434
2020-08-13,bridgetunnel,819019,-16.24285714285716
2020-08-13,bus,1198800,-36.857142857142826
2020-08-13,citibike,62571,-7.471428571428746
2020-08-13,lirr,69200,-74.57142857142857
2020-08-13,metronorth,46500,-78.85714285714286
2020-08-13,subway,1294248,-74.02857142857147
2020-08-14,bridgetunnel,893657,-16.471428571428604
2020-08-14,bus,1321800,-36.428571428571395
2020-08-14,citibike,83932,-7.242857142857318
2020-08-14,lirr,72900,-74.57142857142857
2020-08-14,metronorth,50700,-78.71428571428572
2020-08-14,subway,1358798,-73.78571428571433
2020-08-15,bridgetunnel,804346,-16.85714285714289
2020-08-15,bus,1001000,-36.285714285714256
2020-08-15,citibike,92946,-6.100000000000165
2020-08-15,lirr,46800,-74.42857142857143
2020-08-15,metronorth,51400,-78.57142857142857
2020-08-15,subway,861763,-73.61428571428576
2020-08-16,bridgetunnel,620686,-16.68571428571431
2020-08-16,bus,622000,-36.285714285714256
2020-08-16,citibike,38785,-4.957142857143026
2020-08-16,lirr,29900,-74.42857142857143
2020-08-16,metronorth,28500,-78.57142857142857
2020-08-16,subway,554980,-73.51428571428576
2020-08-17,bridgetunnel,806108,-15.657142857142873
2020-08-17,bus,1275000,-34.85714285714282
2020-08-17,citibike,70519,-1.6714285714287342
2020-08-17,lirr,74500,-74.14285714285714
2020-08-17,metronorth,49400,-78.28571428571428
2020-08-17,subway,1307543,-73.02857142857148
2020-08-18,bridgetunnel,838008,-15.471428571428575
2020-08-18,bus,1307400,-34.4285714285714
2020-08-18,citibike,81987,-1.4857142857144652
2020-08-18,lirr,74200,-74
2020-08-18,metronorth,47900,-78.28571428571428
2020-08-18,subway,1372568,-72.82857142857148
2020-08-19,bridgetunnel,816805,-15.814285714285717
2020-08-19,bus,1212800,-34.28571428571425
2020-08-19,citibike,71570,-2.571428571428754
2020-08-19,lirr,70100,-73.71428571428572
2020-08-19,metronorth,47700,-78.28571428571428
2020-08-19,subway,1294931,-72.78571428571433
2020-08-20,bridgetunnel,889782,-14.200000000000017
2020-08-20,bus,1352700,-32.28571428571425
2020-08-20,citibike,81396,6.642857142856968
2020-08-20,lirr,75600,-72.71428571428572
2020-08-20,metronorth,50900,-77.28571428571428
2020-08-20,subway,1413449,-72.1571428571429
2020-08-21,bridgetunnel,909773,-13.857142857142875
2020-08-21,bus,1335800,-32.28571428571425
2020-08-21,citibike,84967,6.785714285714107
2020-08-21,lirr,76100,-72.71428571428572
2020-08-21,metronorth,53000,-77.28571428571428
2020-08-21,subway,1390232,-72.18571428571434
2020-08-22,bridgetunnel,812308,-13.957142857142884
2020-08-22,bus,998700,-32.71428571428568
2020-08-22,citibike,87269,5.057142857142679
2020-08-22,lirr,49100,-72.85714285714286
2020-08-22,metronorth,51600,-77.28571428571428
2020-08-22,subway,883393,-72.32857142857148
2020-08-23,bridgetunnel,737097,-13.214285714285737
2020-08-23,bus,783200,-31.85714285714282
2020-08-23,citibike,82114,8.642857142856968
2020-08-23,lirr,37900,-72.57142857142857
2020-08-23,metronorth,35300,-77
2020-08-23,subway,672193,-72.10000000000005
2020-08-24,bridgetunnel,815665,-14.114285714285728
2020-08-24,bus,1270700,-32.85714285714282
2020-08-24,citibike,71332,6.557142857142679
2020-08-24,lirr,75100,-72.71428571428572
2020-08-24,metronorth,50100,-77.14285714285714
2020-08-24,subway,1310101,-72.37142857142862
2020-08-25,bridgetunnel,821597,-14.52857142857144
2020-08-25,bus,1273400,-33.28571428571425
2020-08-25,citibike,72246,5.328571428571237
2020-08-25,lirr,73300,-72.71428571428572
2020-08-25,metronorth,49700,-77.14285714285714
2020-08-25,subway,1349335,-72.40000000000005
2020-08-26,bridgetunnel,859625,-16.51428571428572
2020-08-26,bus,1361400,-34.14285714285711
2020-08-26,citibike,88262,2.3285714285712373
2020-08-26,lirr,76600,-74
2020-08-26,metronorth,50800,-78.14285714285714
2020-08-26,subway,1410651,-72.94285714285719
2020-08-27,bridgetunnel,847285,-15.02857142857144
2020-08-27,bus,1274100,-33.4285714285714
2020-08-27,citibike,69488,4.571428571428399
2020-08-27,lirr,73100,-73
2020-08-27,metronorth,48800,-77.28571428571428
2020-08-27,subway,1361128,-72.77142857142863
2020-08-28,bridgetunnel,899892,-11.857142857142861
2020-08-28,bus,1333400,-36.285714285714256
2020-08-28,citibike,78311,5.314285714285546
2020-08-28,lirr,76100,-72.85714285714286
2020-08-28,metronorth,53100,-77.14285714285714
2020-08-28,subway,1391299,-72.84285714285718
2020-08-29,bridgetunnel,645956,-12.171428571428578
2020-08-29,bus,892800,-38.428571428571395
2020-08-29,citibike,71420,4.799999999999827
2020-08-29,lirr,37600,-72.85714285714286
2020-08-29,metronorth,41300,-77.14285714285714
2020-08-29,subway,774465,-72.58571428571433
2020-08-30,bridgetunnel,805096,-12.828571428571436
2020-08-30,bus,822300,-41.428571428571395
2020-08-30,citibike,92599,-3.01428571428589
2020-08-30,lirr,45100,-72.85714285714286
2020-08-30,metronorth,41600,-77.28571428571428
2020-08-30,subway,748886,-72.58571428571433
2020-08-31,bridgetunnel,817544,-11.700000000000017
2020-08-31,bus,987400,-43.71428571428568
2020-08-31,citibike,75440,-2.914285714285896
2020-08-31,lirr,78100,-72.57142857142857
2020-08-31,metronorth,52700,-77
2020-08-31,subway,1400448,-72.47142857142862
2020-09-01,bridgetunnel,809685,-10.357142857142875
2020-09-01,bus,996600,-46.428571428571395
2020-09-01,citibike,76839,-2.4714285714287456
2020-09-01,lirr,76500,-72.14285714285714
2020-09-01,metronorth,53100,-76.57142857142857
2020-09-01,subway,1472491,-72.52857142857147
2020-09-02,bridgetunnel,810144,-7.942857142857164
2020-09-02,bus,994000,-48.57142857142854
2020-09-02,citibike,70226,-0.6428571428573235
2020-09-02,lirr,77600,-70
2020-09-02,metronorth,53000,-74.42857142857143
2020-09-02,subway,1491161,-71.82857142857148
2020-09-03,bridgetunnel,869126,-8.800000000000026
2020-09-03,bus,1030700,-51.857142857142826
2020-09-03,citibike,71506,-4.128571428571604
2020-09-03,lirr,82600,-69.71428571428572
2020-09-03,metronorth,58000,-74
2020-09-03,subway,1532512,-71.45714285714291
2020-09-04,bridgetunnel,936602,-13.700000000000017
2020-09-04,bus,1034500,-48.57142857142854
2020-09-04,citibike,85629,-1.3714285714287513
2020-09-04,lirr,88300,-69.85714285714286
2020-09-04,metronorth,64200,-74.71428571428572
2020-09-04,subway,1571533,-69.6428571428572
2020-09-05,bridgetunnel,798823,-13.014285714285734
2020-09-05,bus,740100,-49.14285714285711
2020-09-05,citibike,89883,-0.9571428571430403
2020-09-05,lirr,50500,-69.14285714285714
2020-09-05,metronorth,64700,-74.14285714285714
2020-09-05,subway,1013746,-69.82857142857148
2020-09-06,bridgetunnel,753036,-12.7714285714286
2020-09-06,bus,580400,-49.428571428571395
2020-09-06,citibike,83217,1.342857142856957
2020-09-06,lirr,44700,-68.85714285714286
2020-09-06,metronorth,45400,-73.71428571428572
2020-09-06,subway,819600,-69.82857142857148
2020-09-07,bridgetunnel,697865,-13.971428571428604
2020-09-07,bus,650300,-49.999999999999964
2020-09-07,citibike,84077,-1.800000000000182
2020-09-07,lirr,80000,-68.85714285714286
2020-09-07,metronorth,40300,-73.71428571428572
2020-09-07,subway,872174,-69.91428571428577
2020-09-08,bridgetunnel,833996,-15.157142857142887
2020-09-08,bus,1032900,-50.285714285714256
2020-09-08,citibike,79437,-0.18571428571446802
2020-09-08,lirr,90600,-68.85714285714286
2020-09-08,metronorth,63300,-73.57142857142857
2020-09-08,subway,1559312,-69.78571428571433
2020-09-09,bridgetunnel,825412,-15.200000000000031
2020-09-09,bus,1081700,-49.857142857142826
2020-09-09,citibike,84694,1.842857142856957
2020-09-09,lirr,86100,-69.57142857142857
2020-09-09,metronorth,61500,-73.85714285714286
2020-09-09,subway,1613662,-69.34285714285718
2020-09-10,bridgetunnel,801431,-16.24285714285716
2020-09-10,bus,989000,-49.999999999999964
2020-09-10,citibike,53123,2.157142857142688
2020-09-10,lirr,82100,-70.71428571428572
2020-09-10,metronorth,57100,-74.85714285714286
2020-09-10,subway,1547065,-69.5571428571429
2020-09-11,bridgetunnel,895766,-14.800000000000026
2020-09-11,bus,1072600,-53.57142857142854
2020-09-11,citibike,94910,1.2714285714283875
2020-09-11,lirr,88600,-70.28571428571428
2020-09-11,metronorth,65100,-73.85714285714286
2020-09-11,subway,1693776,-71.10000000000005
2020-09-12,bridgetunnel,800190,-15.128571428571448
2020-09-12,bus,759700,-53.285714285714256
