date,type,total,pct
2020-12-13,bus,579527,-51.07142857142854
2020-12-13,citibike,61272,51.742857142856934
2020-12-13,lirr,39300,-72.85714285714286
2020-12-13,metronorth,36800,-77.42857142857143
2020-12-13,subway,911519,-70.17142857142863
2020-12-14,bridgetunnel,723908,-27.185714285714255
2020-12-14,bus,950309,-54.21428571428568
2020-12-14,citibike,25833,31.89999999999978
2020-12-14,lirr,75000,-75.28571428571428
2020-12-14,metronorth,51500,-79.28571428571428
2020-12-14,subway,1587068,-71.62857142857149
2020-12-15,bridgetunnel,819063,-28.57142857142854
2020-12-15,bus,1076717,-54.88571428571425
2020-12-15,citibike,44890,14.828571428571209
2020-12-15,lirr,78400,-75.42857142857143
2020-12-15,metronorth,54600,-79.42857142857143
2020-12-15,subway,1786741,-71.55714285714292
2020-12-16,bridgetunnel,625006,-29.19999999999996
2020-12-16,bus,854245,-55.171428571428535
2020-12-16,citibike,26385,-3.057142857143077
2020-12-16,lirr,68100,-75.57142857142857
2020-12-16,metronorth,47600,-79.42857142857143
2020-12-16,subway,1571978,-71.07142857142864
2020-12-17,bridgetunnel,297298,-30.942857142857108
2020-12-17,bus,525802,-55.95714285714282
2020-12-17,citibike,180,-30.085714285714502
2020-12-17,lirr,21400,-76.42857142857143
2020-12-17,metronorth,17600,-80.28571428571428
2020-12-17,subway,1081431,-71.30000000000007
2020-12-18,bridgetunnel,736356,-30.371428571428538
2020-12-18,bus,938457,-54.285714285714256
2020-12-18,citibike,15053,-26.82857142857165
2020-12-18,lirr,74900,-76.14285714285714
2020-12-18,metronorth,54400,-80
2020-12-18,subway,1738727,-70.08571428571435
2020-12-19,bridgetunnel,651814,-31.014285714285677
2020-12-19,bus,669751,-53.757142857142824
2020-12-19,citibike,16787,-30.214285714285936
2020-12-19,lirr,41100,-76
2020-12-19,metronorth,46600,-80
2020-12-19,subway,1112852,-69.25714285714292
2020-12-20,bridgetunnel,555254,-24.342857142857113
2020-12-20,bus,516601,-51.21428571428568
2020-12-20,citibike,16377,-24.28571428571452
2020-12-20,lirr,32600,-75.28571428571428
2020-12-20,metronorth,30500,-79.42857142857143
2020-12-20,subway,822001,-67.70000000000006
2020-12-21,bridgetunnel,777049,-15.899999999999963
2020-12-21,bus,1011638,-47.27142857142854
2020-12-21,citibike,31502,-11.82857142857165
2020-12-21,lirr,81200,-72.85714285714286
2020-12-21,metronorth,56800,-77.42857142857143
2020-12-21,subway,1719279,-65.2428571428572
2020-12-22,bridgetunnel,814975,-18.85714285714282
2020-12-22,bus,1031789,-47.0428571428571
2020-12-22,citibike,37369,-13.028571428571652
2020-12-22,lirr,82000,-74
2020-12-22,metronorth,56400,-79.14285714285714
2020-12-22,subway,1764202,-65.6428571428572
2020-12-23,bridgetunnel,864271,-19.15714285714283
2020-12-23,bus,1033609,-48.02857142857139
2020-12-23,citibike,40544,-11.471428571428788
2020-12-23,lirr,84400,-74.57142857142857
2020-12-23,metronorth,59700,-79.57142857142857
2020-12-23,subway,1775738,-66.61428571428578
2020-12-24,bridgetunnel,760624,-17.74285714285712
2020-12-24,bus,813353,-47.97142857142853
2020-12-24,citibike,32700,-6.957142857143069
2020-12-24,lirr,75800,-74.42857142857143
2020-12-24,metronorth,54600,-79.14285714285714
2020-12-24,subway,1314656,-66.70000000000006
2020-12-25,bridgetunnel,476547,-16.74285714285712
2020-12-25,bus,312707,-47.47142857142853
2020-12-25,citibike,11892,-2.7142857142859214
2020-12-25,lirr,51300,-74.42857142857143
2020-12-25,metronorth,7300,-79
2020-12-25,subway,485839,-66.88571428571436
2020-12-26,bridgetunnel,593895,-15.914285714285697
2020-12-26,bus,555857,-46.98571428571425
2020-12-26,citibike,19977,-4.542857142857343
2020-12-26,lirr,36000,-74.57142857142857
2020-12-26,metronorth,42400,-79
2020-12-26,subway,880184,-67.05714285714292
2020-12-27,bridgetunnel,594862,-14.942857142857136
2020-12-27,bus,469973,-46.357142857142826
2020-12-27,citibike,23871,-6.528571428571624
2020-12-27,lirr,34400,-74.85714285714286
2020-12-27,metronorth,33200,-79
2020-12-27,subway,761251,-67.17142857142863
2020-12-28,bridgetunnel,743305,-15.457142857142841
2020-12-28,bus,902574,-46.97142857142854
2020-12-28,citibike,38911,-9.000000000000199
2020-12-28,lirr,81600,-74.85714285714286
2020-12-28,metronorth,58500,-79
2020-12-28,subway,1513195,-67.7428571428572
2020-12-29,bridgetunnel,759864,-15.414285714285711
2020-12-29,bus,918291,-46.514285714285684
2020-12-29,citibike,33322,-6.328571428571621
2020-12-29,lirr,78900,-75.71428571428572
2020-12-29,metronorth,56200,-78.85714285714286
2020-12-29,subway,1558295,-67.9285714285715
2020-12-30,bridgetunnel,799839,-13.299999999999997
2020-12-30,bus,935138,-45.757142857142824
2020-12-30,citibike,35816,9.45714285714267
2020-12-30,lirr,79300,-75.57142857142857
2020-12-30,metronorth,58000,-78.71428571428572
2020-12-30,subway,1585476,-66.9285714285715
2020-12-31,bridgetunnel,704297,-14.085714285714289
2020-12-31,bus,780869,-46.614285714285685
2020-12-31,citibike,26233,3.5571428571426793
2020-12-31,lirr,75200,-76.57142857142857
2020-12-31,metronorth,21600,-79.85714285714286
2020-12-31,subway,1277146,-67.14285714285721
2021-01-01,bridgetunnel,445950,-15.257142857142867
2021-01-01,bus,378288,-48.428571428571395
2021-01-01,citibike,18851,-0.8142857142859015
2021-01-01,lirr,29000,-77
2021-01-01,metronorth,8200,-80.28571428571428
2021-01-01,subway,614497,-67.87142857142864
2021-01-02,bridgetunnel,624765,-16.928571428571445
2021-01-02,bus,608686,-50.39999999999997
2021-01-02,citibike,41325,1.228571428571243
2021-01-02,lirr,28900,-77.28571428571428
2021-01-02,metronorth,44500,-80.57142857142857
2021-01-02,subway,989612,-68.78571428571435
2021-01-03,bridgetunnel,496494,-21.857142857142875
2021-01-03,bus,413820,-52.45714285714282
2021-01-03,citibike,14609,0.5999999999998096
2021-01-03,lirr,20800,-77.57142857142857
2021-01-03,metronorth,25200,-81
2021-01-03,subway,653915,-69.77142857142863
2021-01-04,bridgetunnel,688045,-22.285714285714306
2021-01-04,bus,964597,-52.77142857142854
2021-01-04,citibike,36863,7.699999999999804
2021-01-04,lirr,71100,-77.71428571428572
2021-01-04,metronorth,50900,-81.28571428571428
2021-01-04,subway,1561237,-70.12857142857149
2021-01-05,bridgetunnel,708610,-18.171428571428592
2021-01-05,bus,990479,-53.342857142857106
2021-01-05,citibike,38636,14.728571428571243
2021-01-05,lirr,70400,-75.85714285714286
2021-01-05,metronorth,51000,-79.85714285714286
2021-01-05,subway,1600910,-69.68571428571435
2021-01-06,bridgetunnel,726679,-19.385714285714315
2021-01-06,bus,996123,-53.61428571428568
2021-01-06,citibike,38009,10.642857142856954
2021-01-06,lirr,70300,-76
2021-01-06,metronorth,50800,-80
2021-01-06,subway,1616889,-70.00000000000007
2021-01-07,bridgetunnel,736609,-18.81428571428573
2021-01-07,bus,989097,-52.68571428571425
2021-01-07,citibike,38040,22.74285714285695
2021-01-07,lirr,69700,-75.42857142857143
2021-01-07,metronorth,51000,-79.42857142857143
2021-01-07,subway,1614248,-69.34285714285721
2021-01-08,bridgetunnel,754548,-18.68571428571431
2021-01-08,bus,982175,-52.89999999999996
2021-01-08,citibike,37265,22.39999999999982
2021-01-08,lirr,68600,-75.28571428571428
2021-01-08,metronorth,51500,-79.42857142857143
2021-01-08,subway,1622259,-69.30000000000007
2021-01-09,bridgetunnel,630790,-18.585714285714303
2021-01-09,bus,643475,-52.914285714285676
2021-01-09,citibike,34713,24.05714285714268
2021-01-09,lirr,27000,-75.14285714285714
2021-01-09,metronorth,42900,-79.28571428571428
2021-01-09,subway,991218,-69.20000000000007
2021-01-10,bridgetunnel,564543,-18.857142857142875
2021-01-10,bus,501437,-53.171428571428535
2021-01-10,citibike,35456,25.785714285714107
2021-01-10,lirr,23800,-75.14285714285714
2021-01-10,metronorth,29300,-79.14285714285714
2021-01-10,subway,763690,-69.18571428571435
2021-01-11,bridgetunnel,708058,-18.81428571428573
2021-01-11,bus,966517,-53.099999999999966
2021-01-11,citibike,36161,30.2714285714284
2021-01-11,lirr,72300,-75.14285714285714
2021-01-11,metronorth,51400,-79
2021-01-11,subway,1571330,-69.12857142857149
2021-01-12,bridgetunnel,730831,-18.785714285714306
2021-01-12,bus,997279,-52.77142857142854
2021-01-12,citibike,42406,31.52857142857124
2021-01-12,lirr,71400,-75.14285714285714
2021-01-12,metronorth,52100,-78.85714285714286
2021-01-12,subway,1643725,-69.01428571428579
2021-01-13,bridgetunnel,737859,-15.628571428571448
2021-01-13,bus,996646,-50.74285714285711
2021-01-13,citibike,42569,35.58571428571409
2021-01-13,lirr,70600,-75.14285714285714
2021-01-13,metronorth,51700,-78.71428571428572
2021-01-13,subway,1644812,-68.25714285714292
2021-01-14,bridgetunnel,754071,-14.471428571428575
2021-01-14,bus,1017757,-50.31428571428568
2021-01-14,citibike,47959,37.64285714285694
2021-01-14,lirr,70900,-75.14285714285714
2021-01-14,metronorth,52500,-78.14285714285714
2021-01-14,subway,1650630,-68.01428571428578
2021-01-15,bridgetunnel,788779,-14.057142857142864
2021-01-15,bus,981817,-48.285714285714256
2021-01-15,citibike,40560,40.8857142857141
2021-01-15,lirr,70200,-75.28571428571428
2021-01-15,metronorth,54000,-79.14285714285714
2021-01-15,subway,1630098,-66.58571428571435
2021-01-16,bridgetunnel,631135,-14.02857142857144
2021-01-16,bus,645625,-47.871428571428545
2021-01-16,citibike,41273,40.11428571428553
2021-01-16,lirr,27100,-75.28571428571428
2021-01-16,metronorth,43400,-79.14285714285714
2021-01-16,subway,992599,-66.51428571428578
2021-01-17,bridgetunnel,580771,-14.185714285714297
2021-01-17,bus,504031,-48.08571428571425
2021-01-17,citibike,38986,37.74285714285696
2021-01-17,lirr,24200,-75.42857142857143
2021-01-17,metronorth,32900,-79.28571428571428
2021-01-17,subway,798564,-66.61428571428578
2021-01-18,bridgetunnel,689251,-13.885714285714286
2021-01-18,bus,766926,-48.08571428571425
2021-01-18,citibike,42834,34.58571428571409
2021-01-18,lirr,68700,-75.28571428571428
2021-01-18,metronorth,31900,-79.28571428571428
2021-01-18,subway,1279119,-66.5428571428572
2021-01-19,bridgetunnel,736254,-13.600000000000009
2021-01-19,bus,1013616,-47.95714285714282
2021-01-19,citibike,40647,35.94285714285695
2021-01-19,lirr,72600,-75.14285714285714
2021-01-19,metronorth,52600,-79.28571428571428
2021-01-19,subway,1639243,-66.41428571428577
2021-01-20,bridgetunnel,712711,-15.328571428571436
2021-01-20,bus,921371,-48.45714285714282
2021-01-20,citibike,36310,30.342857142856957
2021-01-20,lirr,67900,-75
2021-01-20,metronorth,50000,-79.42857142857143
2021-01-20,subway,1578038,-66.41428571428577
2021-01-21,bridgetunnel,760221,-16.671428571428578
2021-01-21,bus,1007042,-49.55714285714282
2021-01-21,citibike,40966,23.642857142856954
2021-01-21,lirr,71200,-75
2021-01-21,metronorth,52000,-80
2021-01-21,subway,1656100,-66.87142857142862
2021-01-22,bridgetunnel,787474,-16.714285714285708
2021-01-22,bus,1018584,-51.285714285714256
2021-01-22,citibike,44115,20.371428571428382
2021-01-22,lirr,71300,-74.85714285714286
2021-01-22,metronorth,54000,-78.85714285714286
2021-01-22,subway,1675175,-68.25714285714292
2021-01-23,bridgetunnel,640381,-17.95714285714284
2021-01-23,bus,619673,-52.428571428571395
2021-01-23,citibike,32203,14.54285714285696
2021-01-23,lirr,27900,-75
2021-01-23,metronorth,42700,-79
2021-01-23,subway,998665,-68.68571428571434
2021-01-24,bridgetunnel,560522,-17.585714285714275
2021-01-24,bus,458203,-52.15714285714283
2021-01-24,citibike,27448,15.571428571428399
2021-01-24,lirr,24000,-74.85714285714286
2021-01-24,metronorth,29000,-79
2021-01-24,subway,741960,-68.62857142857149
2021-01-25,bridgetunnel,727393,-17.057142857142836
2021-01-25,bus,978987,-52.74285714285712
2021-01-25,citibike,36110,12.514285714285535
2021-01-25,lirr,73100,-75
2021-01-25,metronorth,52100,-79
2021-01-25,subway,1595694,-68.80000000000005
2021-01-26,bridgetunnel,653068,-17.228571428571414
2021-01-26,bus,911579,-54.299999999999976
2021-01-26,citibike,27457,4.714285714285538
2021-01-26,lirr,68200,-75.28571428571428
2021-01-26,metronorth,49300,-79.14285714285714
2021-01-26,subway,1553918,-69.28571428571433
2021-01-27,bridgetunnel,740154,-17.714285714285694
2021-01-27,bus,1004792,-56.4142857142857
2021-01-27,citibike,39037,1.7714285714283875
2021-01-27,lirr,70400,-75.57142857142857
2021-01-27,metronorth,50500,-79.28571428571428
2021-01-27,subway,1663376,-70.07142857142863
2021-01-28,bridgetunnel,768600,-16.542857142857116
2021-01-28,bus,950205,-56.642857142857125
2021-01-28,citibike,34196,-1.5428571428573292
2021-01-28,lirr,70000,-75.71428571428572
2021-01-28,metronorth,52000,-79.42857142857143
2021-01-28,subway,1650014,-70.00000000000006
2021-01-29,bridgetunnel,780131,-26.24285714285712
2021-01-29,bus,812264,-61.1142857142857
2021-01-29,citibike,23659,-19.02857142857161
2021-01-29,lirr,65100,-78.71428571428572
2021-01-29,metronorth,49700,-81.28571428571428
2021-01-29,subway,1514326,-72.78571428571433
2021-01-30,bridgetunnel,652550,-31.95714285714284
2021-01-30,bus,566837,-63.5142857142857
2021-01-30,citibike,27436,-31.157142857143043
2021-01-30,lirr,26600,-81
2021-01-30,metronorth,40800,-82.28571428571428
2021-01-30,subway,943426,-74.18571428571434
2021-01-31,bridgetunnel,573512,-33.37142857142855
2021-01-31,bus,427945,-64.02857142857141
2021-01-31,citibike,21741,-43.114285714285906
2021-01-31,lirr,23100,-81
2021-01-31,metronorth,28400,-82.28571428571428
2021-01-31,subway,723473,-74.11428571428577
2021-02-01,bridgetunnel,156759,-34.114285714285685
2021-02-01,bus,337228,-63.45714285714284
2021-02-01,citibike,241,-52.04285714285733
2021-02-01,lirr,8600,-81
2021-02-01,metronorth,16700,-82.28571428571428
2021-02-01,subway,584184,-73.77142857142863
2021-02-02,bridgetunnel,311607,-34.09999999999998
2021-02-02,bus,543073,-62.142857142857125
2021-02-02,citibike,0,-51.942857142857335
2021-02-02,lirr,22800,-80.85714285714286
2021-02-02,metronorth,30600,-82.14285714285714
2021-02-02,subway,1007502,-73.25714285714292
2021-02-03,bridgetunnel,656614,-34.042857142857116
2021-02-03,bus,949695,-60.657142857142844
2021-02-03,citibike,6390,-52.700000000000195
2021-02-03,lirr,69100,-80.42857142857143
2021-02-03,metronorth,49700,-81.42857142857143
2021-02-03,subway,1705655,-72.42857142857149
2021-02-04,bridgetunnel,742193,-39.34285714285711
2021-02-04,bus,1033791,-61.671428571428564
2021-02-04,citibike,18473,-60.85714285714305
2021-02-04,lirr,71300,-81.28571428571428
2021-02-04,metronorth,51000,-82.14285714285714
2021-02-04,subway,1789214,-72.90000000000006
2021-02-05,bridgetunnel,766091,-30.114285714285685
2021-02-05,bus,1001775,-57.45714285714285
2021-02-05,citibike,23960,-53.84285714285733
2021-02-05,lirr,68900,-78.42857142857143
2021-02-05,metronorth,51300,-80.28571428571428
2021-02-05,subway,1744130,-70.10000000000005
2021-02-06,bridgetunnel,689415,-23.99999999999997
2021-02-06,bus,715717,-54.52857142857142
2021-02-06,citibike,30667,-45.00000000000019
2021-02-06,lirr,29200,-76.14285714285714
2021-02-06,metronorth,40300,-79.28571428571428
2021-02-06,subway,1149757,-68.41428571428577
2021-02-07,bridgetunnel,340122,-22.21428571428568
2021-02-07,bus,367095,-53.82857142857142
2021-02-07,citibike,8145,-35.62857142857162
2021-02-07,lirr,17100,-76.14285714285714
2021-02-07,metronorth,19400,-79.14285714285714
2021-02-07,subway,653257,-68.20000000000005
2021-02-08,bridgetunnel,701146,-22.414285714285683
2021-02-08,bus,964007,-54.07142857142856
2021-02-08,citibike,18067,-34.22857142857161
2021-02-08,lirr,71000,-76.14285714285714
2021-02-08,metronorth,50900,-79.14285714285714
2021-02-08,subway,1642828,-68.38571428571434
2021-02-09,bridgetunnel,682085,-22.62857142857139
2021-02-09,bus,992290,-54.3142857142857
2021-02-09,citibike,22016,-33.68571428571447
2021-02-09,lirr,69500,-76
2021-02-09,metronorth,47600,-79
2021-02-09,subway,1669590,-68.50000000000006
2021-02-10,bridgetunnel,769088,-22.914285714285683
2021-02-10,bus,1052021,-53.99999999999999
2021-02-10,citibike,27885,-37.928571428571615
2021-02-10,lirr,71300,-76
2021-02-10,metronorth,50100,-79
2021-02-10,subway,1753405,-68.40000000000006
2021-02-11,bridgetunnel,755367,-18.85714285714282
2021-02-11,bus,1005348,-52.22857142857142
2021-02-11,citibike,22461,-29.8142857142859
2021-02-11,lirr,70200,-75
2021-02-11,metronorth,50500,-77.57142857142857
2021-02-11,subway,1717804,-67.28571428571435
2021-02-12,bridgetunnel,803912,-19.09999999999998
2021-02-12,bus,965421,-51.028571428571425
2021-02-12,citibike,25409,-27.87142857142875
2021-02-12,lirr,72100,-75.28571428571428
2021-02-12,metronorth,53700,-75.57142857142857
2021-02-12,subway,1709253,-66.20000000000006
2021-02-13,bridgetunnel,666722,-18.31428571428569
2021-02-13,bus,656637,-50.3
2021-02-13,citibike,22627,-24.52857142857161
2021-02-13,lirr,29300,-75.14285714285714
2021-02-13,metronorth,40800,-75.42857142857143
2021-02-13,subway,1093261,-65.92857142857149
2021-02-14,bridgetunnel,551288,-17.49999999999997
2021-02-14,bus,479319,-49.47142857142857
2021-02-14,citibike,22975,-23.52857142857161
2021-02-14,lirr,23400,-75
2021-02-14,metronorth,28200,-75.28571428571428
2021-02-14,subway,858877,-65.80000000000007
2021-02-15,bridgetunnel,641883,-22.09999999999998
2021-02-15,bus,726412,-50.75714285714285
2021-02-15,citibike,22983,-28.800000000000196
2021-02-15,lirr,65700,-75.57142857142857
2021-02-15,metronorth,30000,-75.71428571428572
2021-02-15,subway,1220357,-66.4428571428572
2021-02-16,bridgetunnel,726224,-24.49999999999997
2021-02-16,bus,963223,-51.15714285714285
2021-02-16,citibike,30320,-33.97142857142876
2021-02-16,lirr,72700,-76
2021-02-16,metronorth,49900,-76
2021-02-16,subway,1630739,-66.51428571428578
2021-02-17,bridgetunnel,821333,-24.78571428571425
2021-02-17,bus,1061711,-51.72857142857142
2021-02-17,citibike,30173,-32.97142857142876
2021-02-17,lirr,74200,-75.85714285714286
2021-02-17,metronorth,53700,-76
2021-02-17,subway,1736509,-66.70000000000006
2021-02-18,bridgetunnel,456327,-24.31428571428569
2021-02-18,bus,725951,-51.48571428571428
2021-02-18,citibike,7492,-31.38571428571447
2021-02-18,lirr,58000,-75.42857142857143
2021-02-18,metronorth,43000,-76.14285714285714
2021-02-18,subway,1384407,-66.70000000000006
2021-02-19,bridgetunnel,608152,-24.428571428571402
2021-02-19,bus,809308,-53.142857142857146
2021-02-19,citibike,11813,-32.914285714285896
2021-02-19,lirr,64100,-75.14285714285714
2021-02-19,metronorth,48700,-78.28571428571428
2021-02-19,subway,1568728,-67.95714285714291
2021-02-20,bridgetunnel,657045,-24.09999999999998
2021-02-20,bus,679240,-53.542857142857144
2021-02-20,citibike,24517,-31.94285714285732
2021-02-20,lirr,30900,-75.14285714285714
2021-02-20,metronorth,41200,-78.28571428571428
2021-02-20,subway,1111970,-68.0428571428572
2021-02-21,bridgetunnel,605395,-24.58571428571426
2021-02-21,bus,516715,-54.01428571428572
2021-02-21,citibike,25859,-25.4285714285716
2021-02-21,lirr,25200,-75.14285714285714
2021-02-21,metronorth,27300,-78.28571428571428
2021-02-21,subway,837051,-68.07142857142864
2021-02-22,bridgetunnel,691608,-19.21428571428568
2021-02-22,bus,927414,-52.34285714285715
2021-02-22,citibike,19127,-13.085714285714474
2021-02-22,lirr,69700,-74.28571428571428
2021-02-22,metronorth,48900,-77.71428571428572
2021-02-22,subway,1585133,-67.22857142857148
2021-02-23,bridgetunnel,759850,-15.914285714285683
2021-02-23,bus,1040398,-51.41428571428572
2021-02-23,citibike,32743,-0.9857142857144652
2021-02-23,lirr,73500,-73.71428571428572
2021-02-23,metronorth,51600,-77.28571428571428
2021-02-23,subway,1733604,-66.82857142857148
2021-02-24,bridgetunnel,797488,-15.62857142857139
2021-02-24,bus,1099351,-51.85714285714287
2021-02-24,citibike,45122,1.9714285714284046
2021-02-24,lirr,74800,-74
2021-02-24,metronorth,53500,-77.42857142857143
2021-02-24,subway,1809852,-66.87142857142862
2021-02-25,bridgetunnel,814611,-15.242857142857105
2021-02-25,bus,1069420,-51.98571428571429
2021-02-25,citibike,42606,-0.8000000000001677
2021-02-25,lirr,75000,-74.28571428571428
2021-02-25,metronorth,53400,-77.42857142857143
2021-02-25,subway,1801708,-66.97142857142862
2021-02-26,bridgetunnel,851052,-11.157142857142816
2021-02-26,bus,1065376,-48.728571428571435
2021-02-26,citibike,43590,2.3571428571426907
2021-02-26,lirr,76700,-74.14285714285714
2021-02-26,metronorth,56500,-77.28571428571428
2021-02-26,subway,1826171,-65.52857142857148
2021-02-27,bridgetunnel,681969,-11.428571428571374
2021-02-27,bus,635820,-49.028571428571425
2021-02-27,citibike,30151,-1.5000000000001563
2021-02-27,lirr,28800,-74.14285714285714
2021-02-27,metronorth,38900,-77.28571428571428
2021-02-27,subway,1074256,-65.60000000000005
2021-02-28,bridgetunnel,619960,-11.657142857142816
2021-02-28,bus,491545,-48.87142857142857
2021-02-28,citibike,20804,-6.671428571428734
2021-02-28,lirr,23800,-74
2021-02-28,metronorth,27700,-77.28571428571428
2021-02-28,subway,811043,-65.5571428571429
2021-03-01,bridgetunnel,747909,-11.914285714285668
2021-03-01,bus,1020837,-48.957142857142856
2021-03-01,citibike,33796,-8.64285714285731
2021-03-01,lirr,74400,-74
2021-03-01,metronorth,51300,-77.28571428571428
2021-03-01,subway,1699607,-65.60000000000005
2021-03-02,bridgetunnel,763489,-12.285714285714235
2021-03-02,bus,1024511,-49.32857142857143
2021-03-02,citibike,31359,-13.828571428571578
2021-03-02,lirr,75300,-74
2021-03-02,metronorth,51600,-77.28571428571428
2021-03-02,subway,1752983,-65.72857142857148
2021-03-03,bridgetunnel,798577,-12.242857142857105
2021-03-03,bus,1119137,-49.300000000000004
2021-03-03,citibike,49054,-18.20000000000016
2021-03-03,lirr,78800,-73.28571428571428
2021-03-03,metronorth,55500,-76.85714285714286
2021-03-03,subway,1850000,-65.75714285714292
2021-03-04,bridgetunnel,807284,-11.19999999999996
2021-03-04,bus,1078036,-48.10000000000001
2021-03-04,citibike,39401,-14.328571428571578
2021-03-04,lirr,78600,-72.71428571428572
2021-03-04,metronorth,55100,-76.42857142857143
2021-03-04,subway,1812200,-64.87142857142864
2021-03-05,bridgetunnel,846071,-14.62857142857139
2021-03-05,bus,1041408,-50.828571428571436
2021-03-05,citibike,35603,-13.10000000000015
2021-03-05,lirr,79100,-72.57142857142857
2021-03-05,metronorth,58600,-76.28571428571428
2021-03-05,subway,1829185,-66.07142857142864
2021-03-06,bridgetunnel,728236,-14.328571428571394
2021-03-06,bus,696719,-50.45714285714287
2021-03-06,citibike,32741,-4.900000000000162
2021-03-06,lirr,37200,-72.42857142857143
2021-03-06,metronorth,45300,-76
2021-03-06,subway,1167887,-65.88571428571436
2021-03-07,bridgetunnel,662461,-14.542857142857102
2021-03-07,bus,525930,-50.8857142857143
2021-03-07,citibike,34620,-3.5142857142858617
2021-03-07,lirr,29300,-72.42857142857143
2021-03-07,metronorth,30700,-75.85714285714286
2021-03-07,subway,894177,-65.95714285714291
2021-03-08,bridgetunnel,767707,-14.457142857142813
2021-03-08,bus,1039763,-50.97142857142859
2021-03-08,citibike,37698,5.599999999999866
2021-03-08,lirr,79400,-72.28571428571428
2021-03-08,metronorth,56100,-75.71428571428572
2021-03-08,subway,1722930,-65.81428571428577
2021-03-09,bridgetunnel,791512,-14.228571428571385
2021-03-09,bus,1101988,-50.671428571428585
2021-03-09,citibike,59006,15.999999999999858
2021-03-09,lirr,79300,-72.14285714285714
2021-03-09,metronorth,57700,-75.42857142857143
2021-03-09,subway,1837670,-65.55714285714292
2021-03-10,bridgetunnel,804700,-13.585714285714246
2021-03-10,bus,1104610,-50.257142857142874
2021-03-10,citibike,53714,22.942857142856994
2021-03-10,lirr,78100,-71.85714285714286
2021-03-10,metronorth,58100,-74.57142857142857
2021-03-10,subway,1852702,-65.28571428571435
2021-03-11,bridgetunnel,836773,-14.485714285714238
2021-03-11,bus,1107502,-51.257142857142874
2021-03-11,citibike,66990,26.514285714285577
2021-03-11,lirr,80400,-71.71428571428572
2021-03-11,metronorth,59000,-74.42857142857143
2021-03-11,subway,1885584,-65.91428571428577
2021-03-12,bridgetunnel,873014,-14.24285714285709
2021-03-12,bus,1092388,-51.242857142857154
2021-03-12,citibike,68083,25.228571428571286
2021-03-12,lirr,82400,-71.71428571428572
2021-03-12,metronorth,63200,-74.42857142857143
2021-03-12,subway,1917972,-65.75714285714292
2021-03-13,bridgetunnel,776744,-14.32857142857138
2021-03-13,bus,730218,-51.4857142857143
2021-03-13,citibike,52487,18.757142857142725
2021-03-13,lirr,38500,-71.71428571428572
2021-03-13,metronorth,52300,-74.57142857142857
2021-03-13,subway,1257372,-65.7428571428572
2021-03-14,bridgetunnel,673170,-14.185714285714226
2021-03-14,bus,531754,-51.47142857142858
2021-03-14,citibike,42696,16.614285714285572
2021-03-14,lirr,30400,-71.57142857142857
2021-03-14,metronorth,31800,-74.57142857142857
2021-03-14,subway,923968,-65.62857142857149
2021-03-15,bridgetunnel,774146,-14.142857142857096
2021-03-15,bus,1023990,-51.51428571428573
2021-03-15,citibike,33654,1.7857142857141497
2021-03-15,lirr,79300,-71.85714285714286
2021-03-15,metronorth,55800,-74.71428571428572
2021-03-15,subway,1733288,-65.70000000000006
